Youtuber,Subscribers,Video views,Total Video count,Country,Category,Youtuber since,Last 7 Days Subscribers,Last 30 Days Subscribers,Last 90 Days Subscribers,Estimated earnings in past 30 days
Enaldinho,"42,400,000","19,961,413,441",4884,Brazil (BR)               ,Comedy,2012,"['100,000', '99,438,153']","['200,000', '198,876,306']","['1,000,000', '985,679,410']",$ 74.6K - $ 447K
Karla Bustillos,"42,200,000","11,681,134,795",1410,Mexico (MX)               ,Entertainment,2019,"['175,000', '97,865,074']","['800,000', '413,099,542']","['2,600,000', '1,032,997,874']",$ 155K - $ 929K
GR6 EXPLODE,"42,200,000","29,403,325,162",3349,Brazil (BR)               ,Music,2014,"['50,000', '47,735,523']","['100,000', '183,016,848']","['300,000', '2,617,750,140']",$ 68.6K - $ 412K
XXXTENTACION,"41,800,000","11,685,251,162",135,United States (US)               ,Music,2015,"['46,667', '9,068,700']","['100,000', '38,865,858']","['400,000', '158,992,536']",$ 14.6K - $ 87.4K
LeoNata Family,"41,500,000","43,920,443,693",4299,United States (US)               ,People,2021,"['100,000', '154,162,298']","['200,000', '308,324,595']","['1,600,000', '1,618,686,304']",$ 116K - $ 694K
Masha y el Oso,"41,500,000","21,786,945,302",1776,Mexico (MX)               ,Film,2016,"['150,000', '154,862,565']","['500,000', '500,745,386']","['1,600,000', '1,386,649,211']",$ 188K - $ 1.13M
dednahype,"41,500,000","35,894,609,394",4105,Latvia (LV)               ,Comedy,2020,"['393,750', '341,362,658']","['1,700,000', '1,187,766,852']","['3,400,000', '2,242,501,708']",$ 445K - $ 2.67M
Little Baby Bum - Nursery Rhymes & Kids Songs,"41,500,000","41,890,893,576",2947,United Kingdom (GB)               ,Education,2011,"['0', '85,743,448']","['0', '146,988,768']","['200,000', '564,126,119']",$ 55.1K - $ 331K
Jason Derulo,"41,400,000","24,880,047,181",5106,United States (US)               ,Music,2008,"['50,000', '250,619,151']","['200,000', '644,045,626']","['900,000', '1,621,762,943']",$ 242K - $ 1.45M
LankyBox,"41,300,000","38,995,672,899",10569,United States (US)               ,Comedy,2016,"['50,000', '48,847,386']","['100,000', '97,694,772']","['800,000', '547,631,213']",$ 36.6K - $ 220K
â Kids Roma Show,"41,000,000","17,175,351,407",783,United States (US)               ,People,2015,"['161,539', '85,105,696']","['300,000', '158,053,435']","['1,300,000', '725,172,521']",$ 59.3K - $ 356K
Bruno Mars,"41,000,000","22,977,292,763",103, ,Music,2006,"['58,334', '51,869,801']","['100,000', '222,299,146']","['800,000', '400,936,540']",$ 83.4K - $ 500K
elrubiusOMG,"40,700,000","7,565,143,329",711,Spain (ES)               ,Gaming,2011,"['0', '1,155,334']","['0', '1,980,571']","['100,000', '18,597,915']",$ 742 - $ 4.46K
BabyBus - Kids Songs and Cartoons,"40,500,000","31,541,299,634",2717,United States (US)               ,Education,2016,"['50,000', '57,976,152']","['100,000', '115,952,303']","['600,000', '591,040,956']",$ 43.5K - $ 261K
Gulshan Kalra,"40,400,000","18,366,644,771",801,India (IN)               ,Howto,2018,"['43,750', '41,479,451']","['100,000', '94,810,172']","['400,000', '361,888,461']",$ 35.6K - $ 213K
Heroindori,"40,400,000","15,538,830,464",801,India (IN)               ,Comedy,2020,"['0', '34,263,283']","['0', '122,722,791']","['300,000', '403,217,871']",$ 46K - $ 276K
Daddy Yankee,"39,900,000","25,468,877,665",579,Puerto Rico (PR)               ,Music,2011,"['25,926', '49,783,776']","['111,112', '213,359,040']","['200,000', '424,093,988']",$ 80K - $ 480K
WowKidz,"39,900,000","22,631,875,366",12372,India (IN)               ,Film,2015,"['50,000', '53,770,616']","['100,000', '107,541,231']","['700,000', '481,593,392']",$ 40.3K - $ 242K
Zee News,"39,800,000","26,659,810,596",220018,India (IN)               ,News,2007,"['46,667', '92,249,683']","['200,000', '405,633,340']","['800,000', '1,395,128,728']",$ 152K - $ 913K
One Direction,"39,500,000","15,390,490,440",157, ,Music,2010,"['53,847', '40,949,667']","['100,000', '152,098,762']","['100,000', '305,568,580']",$ 57K - $ 342K
KAROL G,"39,300,000","28,313,059,065",162,Colombia (CO)               ,Music,2013,"['53,847', '47,664,421']","['100,000', '177,039,276']","['500,000', '751,110,211']",$ 66.4K - $ 398K
Peppa Pig - Official Channel,"39,300,000","29,053,051,496",8299,United Kingdom (GB)               ,Film,2013,"['116,667', '114,499,683']","['200,000', '196,285,170']","['900,000', '759,146,861']",$ 73.6K - $ 442K
T-Series Apna Punjab,"39,100,000","26,183,796,048",9056,India (IN)               ,Music,2011,"['50,000', '63,326,009']","['100,000', '126,652,018']","['800,000', '771,008,520']",$ 47.5K - $ 285K
Ryan's World,"39,100,000","60,383,549,093",3210,United States (US)               ,Entertainment,2015,"['23,334', '89,446,101']","['100,000', '340,699,380']","['400,000', '744,437,846']",$ 128K - $ 767K
Diana and Roma ESP,"39,000,000","16,490,589,046",745,United States (US)               ,Youtuber,2016,"['53,847', '35,216,759']","['100,000', '65,402,552']","['600,000', '357,453,912']",$ 24.5K - $ 147K
unknown boy varun,"39,000,000","16,717,840,649",914,India (IN)               ,Music,2016,"['46,667', '27,263,355']","['100,000', '100,922,847']","['400,000', '278,239,810']",$ 37.8K - $ 227K
IShowSpeed,"38,900,000","4,134,684,280",1565,United States (US)               ,Gaming,2016,"['650,000', '164,196,164']","['1,300,000', '328,392,328']","['3,100,000', '621,361,938']",$ 123K - $ 739K
Rajshri,"38,800,000","18,401,230,431",5040,India (IN)               ,Music,2006,"['53,847', '39,717,903']","['100,000', '73,761,819']","['700,000', '480,758,384']",$ 27.7K - $ 166K
Marta and Rustam,"38,800,000","33,453,465,388",1480,United States (US)               ,Comedy,2021,"['50,000', '125,355,734']","['100,000', '250,711,468']","['800,000', '1,265,006,201']",$ 94K - $ 564K
BEN EAGLE,"38,500,000","21,804,014,028",8001,Viet Nam (VN)               ,Entertainment,2021,"['393,750', '441,263,761']","['2,000,000', '2,022,475,590']","['5,700,000', '4,364,218,534']",$ 758K - $ 4.55M
Jkk Entertainment,"38,500,000","17,332,408,833",248,India (IN)               ,Comedy,2017,"['46,667', '13,683,332']","['100,000', '29,321,426']","['200,000', '62,681,602']",
Junya.ãããã,"38,400,000","23,634,959,000",9005,Japan (JP)               ,Entertainment,2020,"['43,750', '31,897,847']","['100,000', '139,323,679']","['300,000', '328,133,581']",$ 52.2K - $ 313K
TheEllenShow,"38,300,000","23,523,293,196",17863,United States (US)               ,Entertainment,2006,"['0', '4,629,097']","['0', '20,774,173']","['0', '14,693,037']",$ 7.79K - $ 46.7K
GMA Network,"38,300,000","33,407,254,142",188011,Philippines (PH)               ,Entertainment,2006,"['50,000', '16,175,469']","['100,000', '32,350,939']","['700,000', '1,369,988,394']",
MaviGadget,"38,100,000","35,036,489,279",6934,United States (US)               ,Entertainment,2017,"['215,385', '677,575,592']","['400,000', '1,258,354,670']","['1,000,000', '2,221,747,190']",$ 472K - $ 2.83M
Spider Slack,"38,000,000","22,245,894,606",1444,Brazil (BR)               ,Comedy,2020,"['0', '29,811,376']","['0', '68,140,287']","['100,000', '335,290,713']",$ 25.6K - $ 153K
Brent Rivera,"38,000,000","10,621,234,778",757,United States (US)               ,Comedy,2009,"['107,693', '54,797,161']","['200,000', '101,766,155']","['1,300,000', '545,524,633']",$ 38.2K - $ 229K
tuzelity SHUFFLE,"38,000,000","16,710,337,533",1218,Russian Federation (RU)               ,People,2015,"['43,750', '65,839,405']","['300,000', '287,991,202']","['600,000', '569,057,984']",$ 108K - $ 648K
Galinha Pintadinha,"37,800,000","36,882,368,160",66, ,Film,2006,"['58,334', '59,446,759']","['100,000', '254,771,824']","['400,000', '984,266,411']",$ 95.5K - $ 573K
The Weeknd,"37,700,000","31,621,339,003",199, ,Music,2011,"['53,847', '168,756,353']","['200,000', '631,573,229']","['800,000', '1,571,054,507']",$ 237K - $ 1.42M
CVS 3D Rhymes & Kids Songs,"37,700,000","23,490,150,595",339, ,Education,2008,"['26,924', '53,103,837']","['115,385', '227,587,871']","['400,000', '429,447,085']",$ 85.3K - $ 512K
Maroon 5,"37,500,000","25,706,236,827",185,United States (US)               ,Music,2006,"['25,000', '17,416,070']","['107,143', '74,640,298']","['200,000', '356,709,268']",$ 28K - $ 168K
Markiplier,"37,500,000","22,461,132,452",5720,United States (US)               ,Gaming,2012,"['41,177', '18,119,144']","['100,000', '72,463,352']","['200,000', '238,119,061']",$ 27.2K - $ 163K
Ozuna,"37,400,000","26,515,681,593",259,Puerto Rico (PR)               ,Music,2016,"['0', '74,885,460']","['0', '278,145,993']","['100,000', '540,685,735']",$ 104K - $ 626K
Willie Salim,"37,300,000","7,337,753,779",1451,Indonesia (ID)               ,People,2014,"['43,750', '51,034,544']","['100,000', '116,650,385']","['1,200,000', '540,959,168']",$ 43.7K - $ 262K
Ian Lucas,"37,200,000","4,426,775,478",513,Argentina (AR)               ,Entertainment,2014,"['53,847', '19,609,770']","['300,000', '66,761,262']","['900,000', '220,272,831']",$ 25K - $ 150K
Worldwide Records Bhojpuri,"37,200,000","19,941,453,914",7684,India (IN)               ,Music,2012,"['46,667', '39,947,283']","['100,000', '85,601,320']","['600,000', '518,143,949']",$ 32.1K - $ 193K
mujjuu___14,"37,200,000","21,537,116,492",1267, ,People,2020,"['0', '30,175,381']","['0', '68,972,299']","['500,000', '523,930,589']",$ 25.9K - $ 155K
DisneyMusicVEVO,"37,000,000","35,632,757,247",2809, ,Music,2010,"['50,000', '80,448,949']","['100,000', '160,897,898']","['600,000', '944,383,035']",$ 60.3K - $ 362K
Lucas and Marcus,"36,900,000","15,975,965,037",2218, ,Entertainment,2011,"['25,926', '57,188,804']","['100,000', '207,787,908']","['400,000', '461,517,767']",$ 77.9K - $ 468K
Ben Azelart,"36,900,000","8,728,818,244",359,United States (US)               ,Film,2014,"['93,334', '42,595,818']","['200,000', '91,276,751']","['2,000,000', '487,801,216']",$ 34.2K - $ 205K
Tilak,"36,900,000","14,806,572,512",12381,India (IN)               ,Film,2020,"['43,750', '32,833,942']","['100,000', '75,049,010']","['900,000', '409,853,583']",$ 28.1K - $ 169K
NichLmao,"36,900,000","18,617,278,359",1277,United States (US)               ,People,2018,"['87,500', '20,396,292']","['300,000', '77,301,170']","['1,000,000', '248,947,585']",$ 29K - $ 174K
Sagawa /ããã,"36,700,000","29,335,701,740",9554,Japan (JP)               ,Entertainment,2021,"['87,500', '109,900,494']","['200,000', '251,201,127']","['1,200,000', '1,021,075,501']",$ 94.2K - $ 565K
Kids Channel India - Hindi Rhymes and Baby Songs,"36,600,000","15,065,583,024",1735,India (IN)               ,Youtuber,2017,"['200,000', '85,394,399']","['400,000', '170,788,798']","['2,000,000', '857,527,095']",$ 64K - $ 384K
Sujal Thakral,"36,400,000","7,256,365,833",738, ,Comedy,2014,"['50,000', '154,544,051']","['200,000', '174,030,592']","['1,300,000', '551,471,454']",$ 65.3K - $ 392K
Mr DegrEE,"36,400,000","32,609,473,752",1950,United States (US)               ,Science,2017,"['107,693', '232,193,109']","['200,000', '431,215,773']","['1,400,000', '1,876,322,176']",$ 162K - $ 970K
à¤µà¥à¤²à¤¾à¤¦ à¤à¤° à¤¨à¤¿à¤à¤¿à¤¤à¤¾,"36,200,000","20,568,981,693",698,United States (US)               ,Youtuber,2018,"['53,847', '24,583,528']","['100,000', '45,655,122']","['600,000', '261,921,122']",$ 17.1K - $ 103K
Filmy Suraj Actor,"36,300,000","19,737,249,107",501,India (IN)               ,Entertainment,2023,"['200,000', '240,542,360']","['400,000', '481,084,720']","['2,500,000', '2,074,565,625']",$ 180K - $ 1.08M
Shemaroo Movies,"36,300,000","10,084,077,527",3697,India (IN)               ,Entertainment,2011,"['100,000', '32,074,674']","['300,000', '101,236,335']","['1,000,000', '314,444,688']",$ 38K - $ 228K
Aditya Movies,"36,300,000","14,755,183,912",9885,India (IN)               ,Movies,2012,"['87,500', '50,728,313']","['300,000', '197,049,781']","['700,000', '494,440,180']",$ 73.9K - $ 443K
Geet MP3,"36,200,000","14,643,130,968",795,India (IN)               ,Music,2016,"['50,000', '25,373,196']","['100,000', '50,746,392']","['300,000', '316,020,272']",$ 19K - $ 114K
That Little Puff,"36,100,000","30,737,393,131",1074,United States (US)               ,Pets,2020,"['58,334', '85,633,799']","['100,000', '146,800,798']","['700,000', '714,549,490']",$ 55.1K - $ 330K
The geeta gurjar,"36,200,000","38,670,514,532",2929,India (IN)               ,Entertainment,2021,"['306,250', '1,156,978,607']","['700,000', '2,644,522,530']","['4,000,000', '9,045,644,911']",$ 992K - $ 5.95M
Ch3Thailand,"36,100,000","24,633,762,775",86422,Thailand (TH)               ,Entertainment,2014,"['50,000', '33,712,595']","['100,000', '67,425,189']","['300,000', '427,471,835']",$ 25.3K - $ 152K
News,"35,900,000",0,0, ,Youtuber,2013,"['0', '0']","['0', '0']","['0', '0']",$ 0 - $ 0
PokÃ©mon Asia Official (Hindi),"35,600,000","2,400,664,721",461,India (IN)               ,People,2017,"['46,667', '16,811,226']","['100,000', '36,024,055']","['500,000', '191,066,605']",$ 13.5K - $ 81.1K
Beast Reacts,"35,600,000","6,625,839,878",238,United States (US)               ,People,2016,"['58,334', '9,099,211']","['100,000', '15,598,647']","['300,000', '117,733,144']",$ 5.85K - $ 35.1K
Hamster Kombat,"35,300,000","1,285,487,283",364,United Arab Emirates (AE)               ,People,2024,"['53,846', '397,295']","['100,000', '737,832']","['600,000', '4,709,494']",$ 276 - $ 1.66K
Selena Gomez,"35,300,000","14,959,632,639",209,United States (US)               ,Film,2008,"['53,847', '25,343,621']","['200,000', '94,133,449']","['400,000', '241,409,563']",$ 35.3K - $ 212K
Round2hell,"35,300,000","3,638,807,605",69,India (IN)               ,Comedy,2016,"['30,435', '3,971,616']","['130,435', '6,808,484']","['300,000', '37,990,619']",$ 2.55K - $ 15.3K
Ishaan Ali 11,"35,200,000","21,248,494,566",1634,India (IN)               ,People,2016,"['87,500', '92,105,076']","['200,000', '210,525,886']","['1,400,000', '1,200,538,805']",$ 78.9K - $ 474K
infobells - Telugu,"35,100,000","20,168,840,319",696,India (IN)               ,Education,2014,"['50,000', '66,024,955']","['100,000', '132,049,910']","['800,000', '770,573,945']",$ 49.5K - $ 297K
Sierra & Rhia FAM,"35,100,000","41,069,233,059",4117,Canada (CA)               ,Entertainment,2020,"['700,000', '2,296,956,076']","['1,200,000', '3,937,638,986']","['6,800,000', '11,242,508,403']",$ 1.48M - $ 8.86M
Eros Now Music,"35,000,000","18,919,180,167",9768, ,Entertainment,2007,"['26,924', '29,149,815']","['115,385', '58,299,630']","['300,000', '330,810,904']",$ 21.9K - $ 131K
Daniel LaBelle,"35,000,000","21,494,128,603",382, ,Comedy,2009,"['43,750', '112,644,187']","['100,000', '257,472,426']","['700,000', '966,664,062']",$ 96.6K - $ 579K
Tsuriki Show,"34,900,000","43,501,761,962",4923,Germany (DE)               ,Entertainment,2019,"['107,693', '161,984,487']","['200,000', '300,828,333']","['800,000', '1,091,642,894']",$ 113K - $ 677K
SSSniperWolf,"34,900,000","25,932,913,011",3775,United Kingdom (GB)               ,Gaming,2013,"['0', '36,854,831']","['0', '73,709,662']","['100,000', '99,204,660']",
Goldmines Dishoom,"34,800,000","9,899,342,698",5438,India (IN)               ,Film,2016,"['46,667', '20,214,670']","['200,000', '59,645,201']","['700,000', '20,586,786']",$ 22.4K - $ 134K
J Balvin,"34,800,000","25,551,076,749",286,Colombia (CO)               ,Music,2011,"['53,847', '16,795,510']","['100,000', '62,383,321']","['200,000', '315,036,496']",$ 23.4K - $ 140K
Aditya Music,"34,800,000","33,682,347,323",26928,India (IN)               ,Music,2008,"['50,000', '103,485,935']","['200,000', '365,889,803']","['700,000', '1,122,497,960']",$ 137K - $ 823K
Mr Bean,"34,600,000","11,749,626,399",3896,United Kingdom (GB)               ,Shows,2006,"['50,000', '11,524,086']","['100,000', '44,140,435']","['300,000', '124,167,623']",$ 16.6K - $ 99.3K
Goldmines Bollywood,"34,500,000","11,035,374,860",5940,India (IN)               ,Film,2015,"['50,000', '27,842,892']","['100,000', '55,685,784']","['800,000', '225,670,527']",$ 20.9K - $ 125K
KHANDESHI MOVIES,"34,300,000","11,988,040,292",248,India (IN)               ,Comedy,2013,"['46,667', '5,411,127']","['100,000', '20,652,190']","['100,000', '64,720,427']",$ 7.74K - $ 46.5K
VEGETTA777,"34,300,000","16,080,216,748",8357,Spain (ES)               ,Gaming,2008,"['46,667', '5,188,702']","['100,000', '21,447,984']","['100,000', '64,275,843']",$ 8.04K - $ 48.3K
Danny Fitt,"34,300,000","15,640,807,996",3014,United States (US)               ,People,2016,"['50,000', '74,993,133']","['100,000', '149,986,265']","['1,000,000', '586,543,950']",$ 56.2K - $ 337K
infobells - Tamil,"34,200,000","21,829,499,276",742,India (IN)               ,Education,2014,"['100,000', '55,962,677']","['200,000', '111,925,353']","['700,000', '557,392,152']",$ 42K - $ 252K
Chotanawab,"34,200,000","16,399,509,258",2565, ,Entertainment,2021,"['53,847', '80,040,176']","['100,000', '148,646,040']","['700,000', '498,165,640']",$ 55.7K - $ 334K
Desi Music Factory,"34,100,000","10,985,115,051",299,India (IN)               ,Music,2014,"['26,924', '9,161,305']","['100,000', '31,399,946']","['100,000', '91,631,247']",$ 11.8K - $ 70.6K
NoCopyrightSounds,"34,000,000","11,712,976,700",1945, ,Music,2011,"['0', '13,409,895']","['0', '50,259,506']","['100,000', '156,358,837']",$ 18.8K - $ 113K
D Billions,"34,000,000","45,193,272,871",1690,United States (US)               ,Entertainment,2019,"['41,177', '124,349,893']","['100,000', '301,992,596']","['900,000', '1,759,734,505']",$ 113K - $ 679K
rezendeevil,"33,900,000","13,775,902,939",12488,Brazil (BR)               ,Gaming,2012,"['58,334', '5,170,909']","['100,000', '8,864,414']","['100,000', '44,016,663']",$ 3.32K - $ 19.9K
Little Angel: Nursery Rhymes & Kids Songs,"33,700,000","26,327,641,198",1814,Canada (CA)               ,Education,2015,"['53,847', '67,976,002']","['100,000', '126,241,146']","['500,000', '450,649,866']",$ 47.3K - $ 284K
Yoeslan,"33,600,000","31,415,056,699",1374,United States (US)               ,Entertainment,2020,"['100,000', '216,588,637']","['200,000', '433,177,273']","['1,000,000', '1,490,770,567']",$ 162K - $ 975K
Neetu Bisht,"33,600,000","28,581,518,144",3281,India (IN)               ,Entertainment,2011,"['262,500', '435,804,824']","['800,000', '1,443,224,980']","['1,900,000', '2,925,720,878']",$ 541K - $ 3.25M
